x y_clean y_noisy lambda=8
4.18879020478639 -0.866025403784438 -0.805779375331212 -0.853021234580641
4.25225672304073 -0.895993774291336 -0.930461905121298 -0.890678732539667
4.31572324129507 -0.922354294104581 -0.885408520752203 -0.925714045256529
4.37918975954941 -0.945000818714668 -1.0387002330879 -0.957405374804347
4.44265627780375 -0.963842158559942 -0.903018672950414 -0.979992732693199
4.50612279605809 -0.978802446214779 -1.05501066774355 -0.997877987718607
4.56958931431243 -0.989821441880933 -0.997036008251039 -1.00584125120825
4.63305583256677 -0.996854775951942 -1.08662408198103 -1.00580421949292
4.69652235082111 -0.999874127673875 -0.919200101055781 -0.998587933533754
4.75998886907544 -0.998867339183008 -0.957478020840972 -0.995115917102922
4.82345538732978 -0.993838464461254 -0.956818216595311 -0.996388214912832
4.88692190558412 -0.984807753012208 -1.07539120335501 -0.998700134643154
4.95038842383846 -0.971811568323542 -0.986033991363954 -0.993400734183867
5.0138549420928 -0.954902241444074 -0.952794444671641 -0.981425455013936
5.07732146034714 -0.934147860265107 -1.01990536205436 -0.962788895759833
5.14078797860148 -0.909631995354518 -0.973232395055257 -0.93392677875525
5.20425449685582 -0.881453363447582 -0.840282173798006 -0.898414384620689
5.26772101511016 -0.849725429949514 -0.758800085035817 -0.864740196014158
5.3311875333645 -0.814575952050336 -0.914195675254682 -0.834126169240828
5.39465405161884 -0.776146464291757 -0.849240283245527 -0.794551746733578
5.45812056987318 -0.734591708657533 -0.793853163932308 -0.744005059177023
5.52158708812752 -0.690079011482112 -0.603178086783243 -0.687310304319767
5.58505360638185 -0.64278760968654 -0.639147169066225 -0.635522693004828
5.64852012463619 -0.592907929054641 -0.510291128899794 -0.589180908883158
5.71198664289053 -0.540640817455598 -0.599034166841602 -0.549276695113386
5.77545316114487 -0.486196736100469 -0.564061143558748 -0.506940572356216
5.83891967939921 -0.429794912089172 -0.392926018484042 -0.459522745238384
5.90238619765355 -0.371662455660327 -0.440555131190908 -0.411513489786939
5.96585271590789 -0.312033445698487 -0.319168421800124 -0.35907849118464
6.02931923416223 -0.251147987181079 -0.335638865960749 -0.30201363978974
6.09278575241657 -0.189251244360411 -0.232288912763201 -0.235126067287429
6.15625227067091 -0.12659245357375 -0.220866342077079 -0.157426058634271
6.21971878892525 -0.0634239196565645 -0.0594528014075789 -0.067569254471304
6.2
